Sentence,Label
"Most species create somewhat elaborate nests, which can be cups, domes, plates, mounds, or burrows.",0
"Other birds are scavengers; some of these, like vultures, are specialised carrion eaters, while others, like gulls, corvids, or other birds of prey, are opportunists.",0
"Within the cochlea a basilar membrane contains sensory hair structures that send nerve signals to the brain, allowing it to recognize different sound frequencies.",0
Some cats can sleep as much as 20 hours.,1
The second has been the broadening of the family's concept and the home to include dogs-as-dogs within everyday routines and practices.A vast range of commodity forms aim to transform a pet dog into an ideal companion.,0
"Many ground birds, such as quails and pheasants, roost in trees.",0
"This physiological adaptation shows in nearly a hundred other species, including owlet-nightjars, nightjars, and woodswallows.",0
The length and nature of parental care varies widely amongst different orders and species.,0
"Birds' diets are varied and often include nectar, fruit, plants, seeds, carrion, and various small animals, including other birds.",0
"Brood parasites may be either obligate brood parasites, which must lay their eggs in the nests of other species because they are incapable of raising their own young, or non-obligate brood parasites, which sometimes lay eggs in the nests of conspecifics to increase their reproductive output even though they could have raised their own young.",0
Birds of arid regions make use of loose soil to dust-bathe.,0
"Although wolves are known to kill dogs, they tend to live in pairs or in small packs in areas where they are highly persecuted, giving them a disadvantage when facing large dog groups.Wolves kill dogs wherever they are found together.",0
"Rabbit meat is a feature of Moroccan cuisine, where it is cooked in a tajine with ""raisins and grilled almonds added a few minutes before serving"".",0
"The cat's tongue has backward-facing spines about 500 μm long, which are called papillae.",1
Diversification of modern birds,0
"Bone formation and removal, from a cellular standpoint, is directly correlated to hind limb muscles.",0
Avian hearts are generally larger than mammalian hearts when compared to body mass.,0
1–232.,0
"Greek, Phoenician, Carthaginian and Etruscan traders introduced domestic cats to southern Europe.",1
(Vol.,0
"Most birds are diurnal, but some birds, such as many species of owls and nightjars, are nocturnal or crepuscular (active during twilight hours), and many coastal waders feed when the tides are appropriate, by day or night.",0
"The femur articulates with the tibia, but not the fibula, which is fused to the tibia.",0
"This also aligns with the results of injecting male rabbits with female sex hormones, specifically the ones from pregnant women's urine.",0
Hamsters lose weight during the autumn months in anticipation of winter.,0
"The species of genus Phodopus are the smallest, with bodies 5.5 to 10.5 cm (2.2 to 4.1 in) long; the largest is the European hamster (Cricetus cricetus), measuring up to 34 cm (13 in) long, not including a short tail of up to 6 cm (2.4 in).",0
Many species of birds are also hunted for meat.,0
"Birds are also important figures in poetry; for example, Homer incorporated nightingales into his Odyssey, and Catullus used a sparrow as an erotic symbol in his Catullus 2.",0
"Since there is no evidence of native mammalian fauna on Cyprus, the inhabitants of this Neolithic village most likely brought the cat and other wild mammals to the island from the Middle Eastern mainland.",1
"When the first reported case of animal-to-human transmission of SARS-CoV-2 in Hong Kong took place via imported pet hamsters, researchers expressed difficulty in identifying some of the viral mutations within a global genomic data bank, leading city authorities to announce a mass cull of all hamsters purchased after December 22, 2021, which would affect roughly 2,000 animals.",0
"Owing to the risks posed by cats eating string, it is sometimes replaced with a laser pointer's dot, which cats may chase.",1
"Cunliffe, Juliette (2004).",0
Impact on wildlife,1
Reproduction,0
Oxygenated blood then flows from the lungs through the left atrium to the left ventricle where it is pumped out to the body.,0
"Helpless chicks are termed altricial, and tend to be born small, blind, immobile and naked; chicks that are mobile and feathered upon hatching are termed precocial.",0
